token,count
недостатка,1
топлива,1
боеприпасов,1
усилившегося,1
противодействия,1
собрана,1
чрезвычайная,1
сессия,1
призвавшая,1
прекращению,1
выводу,1
частями,1
армий,1
части,1
предприняли,1
попытку,1
контрнаступления,1
захватить,1
чалатенанго,1
прямому,1
приказу,1
военного,1
командования,1
тегусигальпы,1
воздуху,1
переброшен,1
батальон,1
президентской,1
guardia,1
honor,1
battalion,1
задействованы,1
транспортных,1
сопровождавшие,1
штурмовиков,1
продвинулись,1
глубину,1
ожесточённые,1
столицу,1
департамента,1
расположенный,1
сделало,1
заявление,1
вылетевшие,1
нанесения,1
удара,1
артиллерии,1
встретились,1
cavalier,1
mustang,1
ii,1
вылетевшими,1
поддержки,1
пехотного,1
батальона,1
боя,1
тремя,1
goodyear,1
corsair,1
s,1
четвёртый,1
огнём,1
предложила,1
урегулировании,1
прекращены,1
отведены,1
мили,1
населению,1
зоне,1
защиты,1
выступили,1
заявлениями,1
готовы,1
принять,1
предложили,1
внести,1
текст,1
поправки,1
обсуждение,1
затянуло,1
переговорный,1
процесс,1
согласились,1
которое,1
продолжалось,1
шести,1
возобновились,1
артиллерия,1
открыла,1
огонь,1
бомбить,1
авиабомбами,1
напалмом,1
предварительным,1
подсчётам,1
первых,1
погибло,1
тысячи,1
захватили,1
подняли,1
флаг,1
города,1
генерал,1
эрнандес,1
уйдут,1
ими,1
даст,1
проживающих,1
въехали,1
танка,1
m,1
стюарт,1
неподалёку,1
подразделение,1
отбило,1
атаку,1
сообщило,1
сбросили,1
колонну,1
грузовиков,1
часа,1
гринвичу,1
вступило,1
силу,1
перемирие,1
полностью,1
прекратились,1
продолжали,1
удерживать,1
пунктов,1
четырёх,1
юго-западных,1
департаментов,1
производило,1
никакой,1
подготовки,1
отводу,1
напротив,1
перебрасывали,1
снаряжение,1
печатные,1
издания,1
публиковать,1
которыми,1
обосновывались,1
права,1
занятые,1
инспекционной,1
поездки,1
войсками,1
выведены,1
получены,1
сопротивлялся,1
призывам,1
требуя,1
чтобы,1
прежде,1
выплату,1
репараций,1
нападения,1
гарантировал,1
безопасность,1
остающихся,1
отказывался,1
вывести,1
такому,1
решению,1
склонили,1
угрозы,1
введения,1
санкций,1
другой,1
предложения,1
размещению,1
специальных,1
представителей,1
контролю,1
безопасностью,1
подразделения,1
покинули,1
территорию,1
фактически,1
расходы,1
разрушения,1
закрытие,1
торговли,1
ущерб,1
экономикам,1
погибли,1
ранения,1
источниках,1
приводятся,1
данные,1
общем,1
количестве,1
получивших,1
тяжёлые,1
увечья,1
даже,1
составляли,1
жители,1
значительное,1
количество,1
разным,1
изгнаны,1
вернулись,1
вызвало,1
усилило,1
социальную,1
напряжённость,1
обострился,1
оказалось,1
неспособно,1
успешно,1
решить,1
проблемы,1
связанные,1
появлением,1
депортированных,1
перенаселённой,1
политическое,1
влияние,1
странах,1
усилилось,1
выборах,1
кандидатами,1
правящей,1
партии,1
национального,1
примирения,1
часовая,1
протестных,1
волнений,1
переросли,1
открытое,1
противостояние,1
затяжную,1
гражданскую,1
убытки,1
вооружённого,1
разрыв,1
торгово-экономических,1
стихийные,1
бедствия,1
ураган,1
франселин,1
наводнения,1
осложнили,1
октябре,1
прошли,1
демонстрации,1
призывом,1
восстановлению,1
хороших,1
снизить,1
приступило,1
проходившей,1
имевшей,1
ограниченные,1
масштабы,1
весны,1
перераспределено,1
участки,1
принадлежавшие,1
переселенцам,1
дипломатическое,1
урегулирование,1
активные,1
рассмотрение,1
дела,1
определении,1
международный,1
суд,1
связи,1
тем,1
порту,1
амапала,1
уничтожил,1
грузы,1
прибывшие,1
выдвинул,1
ультиматум,1
прекратить,1
приграничные,1
инциденты,1
начать,1
переговоры,1
сан-хосе,1
министры,1
подписали,1
создании,1
гондурасско-сальвадорской,1
утвердил,1
многосторонних,1
договоров,1
заключённых,1
выходе,1
результатом,1
решения,1
стало,1
деятельности,1
вышел,1
совета,1
обороны,1
военнослужащие,1
застрелили,1
начались,1
приграничный,1
урегулирован,1
манагуа,1
подписано,1
демилитаризации,1
пограничной,1
взаимном,1
отводе,1
мирный,1
tratado,1
general,1
paz,1
подписан,1
президентском,1
дворце,1
перу,1
лиме,1
одиннадцать,1
линия,1
установлена,1
решением,1
международного,1
суда,1
сентября,1
участниках,1
названа,1
улица,1
бульвар,1
героев,1
сан,1
де,1
ла,1
фуэнте,1
департамент,1
ла-уньон,1
установлен,1
капитану,1
гильермо,1
рейнальдо,1
кортесу,1
guillermo,1
reynaldo,1
cortez,1
пилоту,1
погибшему,1
летие,1
ветераны,1
награждены,1
нагрудным,1
знаком,1
veterano,1
por,1
dignidad,1
nacional,1
дополнительная,1
информация,1
упоминается,1
друг,1
сражались,1
винтовые,1
поршневыми,1
двигателями,1
использовали,1
американские,1
мировой,1
мустанг,1
корсар,1
троян,1
переоборудованные,1
бомбардировщики,1
непосредственно,1
перед,1
началом,1
меньшей,1
мере,1
переоборудован,1
использования,1
бомбардировщика,1
грузовом,1
отсеке,1
переоборудованы,1
авиабомб,1
бомбардировки,1
использовались,1
миномётные,1
мины,1
матчей,1
тегусигальпа,1
тайма,1
сан-сальвадор,1
мехико,1
мексика,1
осенью,1
финальном,1
этапе,1
гаитян,1
проиграв,1
всухую,1
николаев,1
п,1
сальвадорско-гондурасская,1
латинская,1
америка,1
журнал,1
ryszard,1
kapu,1
ci,1
ski,1
wojna,1
futbolowa,1
warszawa,1
strony,1
пол,1
william,1
h,1
durham,1
scarcity,1
survival,1
in,1
central,1
america,1
ecological,1
origins,1
california,1
thomas,1
anderson,1
dispossessed,1
lincoln,1
nebraska,1
juan,1
ram,1
mart,1
nez,1
ense,1
anzas,1
y,1
valoraciones,1
выпуск,1
tribuna,1
максим,1
райдер,1
уголок,1
неба,1
подробности,1
воздухе,1
armed,1
conflict,1
events,1
conflictologist,1
org,1
cien,1
horas,1
подшивка,1
посвящённых,1
статей,1
prensa,1
grafica,1
land,1
island,1
maritime,1
frontier,1
dispute,1
nicaragua,1
intervening,1
summary,1
judgment,1
september,1
футбол,1
иногда,1
вполне,1
реальная,1
русская,1
служба,1
би-би-си,1
